Year,Product,Origin,Destination / PADD,Mode of Transportation,Volume (m3),Volume (bbl),Value (CN$),Value (US$),Price (CN cents/L),Price (US cents/gallon)
1996,Butane,Saskatchewan,PADD II,Truck,3076,19347.4248,497368,363898.6571,16.16931,44.782247
1996,Butane,Saskatchewan,Total,Railway,141898.3,892511.9273,18939961.28,13957756.07,13.34756,37.234898
1996,Butane,Saskatchewan,Total,Truck,3076,19347.4248,497368,363898.6571,16.16931,44.782247
1996,Propane,Alberta,PADD I,Railway,11459.7,72079.22106,1736674.76,1283700.622,15.154626,42.403555
1996,Propane,Alberta,PADD II,Railway,174386.2,1096854.321,24703800.59,18154271.03,14.166144,39.40746
1996,Propane,Alberta,PADD II,Truck,477,3000.2346,58913.2,43142.92324,12.350775,34.237569
1996,Propane,Alberta,PADD III,Truck,197,1239.0906,37153,27266.58153,18.85939,52.393358
1996,Propane,Alberta,PADD IV,Railway,29089.8,182969.024,4477259.01,3291808.138,15.391164,42.835666
1996,Propane,Alberta,PADD IV,Truck,118977.6,748345.3085,17037721.05,12518308.54,14.320108,39.82834
1996,Propane,Alberta,PADD V,Railway,211113.1,1327859.176,27521073.58,20215115.18,13.036175,36.24706
1996,Propane,Alberta,PADD V,Truck,4463.9,28077.03822,493731.51,361557.2547,11.060541,30.660158
1996,Propane,Alberta,Total,Railway,426048.8,2679761.742,58438807.94,42944894.98,13.716458,38.156098
1996,Propane,Alberta,Total,Truck,124115.5,780661.6719,17627518.76,12950275.3,14.202511,39.497057
1996,Propane,British Columbia,PADD I,Railway,240,1509.552,33336,24235.5507,13.89,38.225522
1996,Propane,British Columbia,PADD I,Truck,33,207.5634,5016,3673.91782,15.2,42.143176
1996,Propane,British Columbia,PADD II,Railway,384.5,2418.4281,49773.58,36329.02806,12.945014,35.765901
1996,Propane,British Columbia,PADD II,Truck,53,333.3594,8255,6097.98209,15.575471,43.553397
1996,Propane,British Columbia,PADD III,Railway,3151.7,19823.56266,377573.66,276549.9597,11.98,33.215477
1996,Propane,British Columbia,PADD IV,Railway,13210.9,83093.91882,2132524.02,1568206.508,16.142155,44.93478
1996,Propane,British Columbia,PADD IV,Truck,15464,97265.4672,2140005.9,1566627.838,13.838631,38.349149
1996,Propane,British Columbia,PADD V,Railway,141949.1,892831.4492,20449668.8,15022795.89,14.406339,40.061747
1996,Propane,British Columbia,PADD V,Truck,14513,91283.8674,2186486.5,1600741.571,15.06571,41.751857
1996,Propane,British Columbia,Other,Railway,21260.6,133724.9219,2501639.03,1833014.781,11.766549,32.636398
1996,Propane,British Columbia,Total,Railway,180196.8,1133401.833,25544515.09,18761131.71,14.175898,39.411567
1996,Propane,British Columbia,Total,Truck,30063,189090.2574,4339763.4,3177141.309,14.435563,40.005156
1996,Propane,Manitoba,PADD I,Railway,3596,22618.1208,375302.3,273180.2124,10.43666,28.756851
1996,Propane,Manitoba,PADD II,Pipeline,556820,3502286.436,80115048.5,58812382.44,14.387961,39.98211
1996,Propane,Manitoba,PADD II,Railway,149378.4,939560.2603,21175555.68,15550412.86,14.175781,39.406321
1996,Propane,Manitoba,PADD II,Truck,45576,286663.9248,6339785,4650171.125,13.910358,38.622864
1996,Propane,Manitoba,PADD III,Truck,977,6145.1346,125205.9,91719.5358,12.815342,35.536858
1996,Propane,Manitoba,PADD IV,Truck,211,1327.1478,28323,20690.51751,13.423222,37.119375
1996,Propane,Manitoba,PADD V,Railway,242.4,1524.64752,32699.76,23929.57189,13.49,37.369223
1996,Propane,Manitoba,Total,Pipeline,556820,3502286.436,80115048.5,58812382.44,14.387961,39.98211
1996,Propane,Manitoba,Total,Railway,153216.8,963703.0286,21583557.74,15847522.64,14.086939,39.153153
1996,Propane,Manitoba,Total,Truck,46764,294136.2072,6493313.9,4762581.178,13.885283,38.551608
1996,Propane,New Brunswick,PADD I,Truck,11879,74716.5342,1710576,1255612.255,14.4,40.011739
1996,Propane,New Brunswick,Total,Truck,11879,74716.5342,1710576,1255612.255,14.4,40.011739
1996,Propane,Nova Scotia,PADD I,Railway,2533,15932.0634,464798.6,339308.3901,18.349727,50.707379
1996,Propane,Nova Scotia,Total,Railway,2533,15932.0634,464798.6,339308.3901,18.349727,50.707379
1996,Propane,Ontario,PADD I,Railway,714526,4494225.635,106149255.9,77933836.69,14.855898,41.287611
1996,Propane,Ontario,PADD I,Truck,331324.4,2083964.211,53102866.02,38998650.41,16.027454,44.556176
1996,Propane,Ontario,PADD II,Pipeline,1363778.9,8577896.525,203747412.6,149502978.4,14.939915,41.497088
1996,Propane,Ontario,PADD II,Railway,50393.4,316964.4073,8020695.36,5889414.758,15.916162,44.239504
1996,Propane,Ontario,PADD II,Truck,481034.7,3025612.056,75784911.68,55581641.1,15.754562,43.738787
1996,Propane,Ontario,PADD IV,Railway,1279.2,8045.91216,264977.56,197322.8201,20.714318,58.391635
1996,Propane,Ontario,Total,Pipeline,1363778.9,8577896.525,203747412.6,149502978.4,14.939915,41.497088
1996,Propane,Ontario,Total,Railway,766198.6,4819235.954,114434928.8,84020574.27,14.935413,41.510318
1996,Propane,Ontario,Total,Truck,812359.1,5109576.267,128887777.7,94580291.51,15.865862,44.072163
1996,Propane,Québec,PADD I,Railway,7992,50268.0816,775271.9,566989.7815,9.700599,26.855392
1996,Propane,Québec,PADD I,Truck,57247.4,360074.6965,9491705.68,6972470.913,16.580151,46.104435
1996,Propane,Québec,PADD II,Truck,34,213.8532,5215.6,3819.55327,15.34,42.525108
1996,Propane,Québec,PADD IV,Truck,5096.6,32056.59468,797736.92,583989.6223,15.652335,43.374684
1996,Propane,Québec,Total,Railway,7992,50268.0816,775271.9,566989.7815,9.700599,26.855392
1996,Propane,Québec,Total,Truck,62378,392345.1444,10294658.2,7560280.089,16.503668,45.879449
1996,Propane,Saskatchewan,PADD I,Railway,10505.3,66076.23594,1608590.3,1176659.058,15.312178,42.398838
1996,Propane,Saskatchewan,PADD II,Pipeline,2736467.2,17211831.39,391000606.3,287099424.9,14.288517,39.714933
1996,Propane,Saskatchewan,PADD II,Railway,153834.9,967590.754,22398345.14,16447338.38,14.559989,40.471801
1996,Propane,Saskatchewan,PADD II,Truck,28922.6,181917.3695,4556974.1,3344061.37,15.755755,43.767188
1996,Propane,Saskatchewan,PADD IV,Truck,10868.6,68361.32028,1460504.5,1069846.076,13.437834,37.261422
1996,Propane,Saskatchewan,PADD V,Railway,6026,37902.3348,707970.92,520162.4907,11.748604,32.675455
1996,Propane,Saskatchewan,Total,Pipeline,2736467.2,17211831.39,391000606.3,287099424.9,14.288517,39.714933
1996,Propane,Saskatchewan,Total,Railway,170366.2,1071569.325,24714906.36,18144159.93,14.50693,40.314862
1996,Propane,Saskatchewan,Total,Truck,39791.2,250278.6898,6017478.6,4413907.446,15.122636,41.990201
1997,Butane,Alberta,PADD I,Railway,2497,15705.6306,264682,190913.1564,10.6,28.942037
1997,Butane,Alberta,PADD II,Railway,18324,115254.2952,2616667.4,1904579.159,14.280001,39.345088
1997,Butane,Alberta,PADD III,Railway,1757,11051.1786,232554,169188.4029,13.235856,36.451097
1997,Butane,Alberta,PADD IV,Pipeline,78330,492680.034,13928529,10256104.83,17.781857,49.563968
1997,Butane,Alberta,PADD IV,Railway,157261,989140.2378,20527788.8,14778927.21,13.053324,35.574076
1997,Butane,Alberta,PADD IV,Truck,119,748.4862,12661.6,8874.74591,10.64,28.230639
1997,Butane,Alberta,PADD V,Railway,445652.9,2803067.61,58831048.84,42933654.69,13.201091,36.468078
1997,Butane,Alberta,PADD V,Truck,231,1452.9438,38808,28636.36363,16.8,46.926445
1997,Butane,Alberta,Total,Pipeline,78330,492680.034,13928529,10256104.83,17.781857,49.563968
1997,Butane,Alberta,Total,Railway,625491.9,3934218.953,82472741.04,59977262.61,13.185261,36.2975
1997,Butane,Alberta,Total,Truck,350,2201.43,51469.6,37511.10954,14.7056,40.569869
1997,Butane,British Columbia,PADD I,Railway,1750,11007.15,224000,161098.9248,12.8,34.847075
1997,Butane,British Columbia,PADD IV,Railway,16613,104492.4474,2255547,1641805.416,13.576999,37.409798
1997,Butane,British Columbia,PADD IV,Truck,26,163.5348,3458,2520.77562,13.3,36.700551
1997,Butane,British Columbia,PADD V,Railway,246313,1549259.507,32919133,23849758.04,13.364756,36.652904
1997,Butane,British Columbia,Total,Railway,264676,1664759.105,35398680,25652662.38,13.374344,36.688472
1997,Butane,British Columbia,Total,Truck,26,163.5348,3458,2520.77562,13.3,36.700551
1997,Butane,Manitoba,PADD II,Pipeline,314229,1976437.564,39487596,28459248.21,12.566502,34.283796
1997,Butane,Manitoba,PADD II,Railway,145245,913562.001,22267556.1,16073345.5,15.331031,41.890626
1997,Butane,Manitoba,PADD V,Railway,2135,13428.723,392413,290978.0513,18.38,51.59102
1997,Butane,Manitoba,Total,Pipeline,314229,1976437.564,39487596,28459248.21,12.566502,34.283796
1997,Butane,Manitoba,Total,Railway,147380,926990.724,22659969.1,16364323.55,15.375199,42.031147
1997,Butane,Ontario,PADD I,Railway,224312.7,1410882.02,32444091.04,23328262.7,14.463778,39.367721
1997,Butane,Ontario,PADD I,Truck,458,2880.7284,70956.6,50997.32026,15.492707,42.149619
1997,Butane,Ontario,PADD II,Pipeline,538469.9,3386867.977,88130327.48,63730842.56,16.366806,44.802268
1997,Butane,Ontario,PADD II,Railway,407757.7,2564714.381,63901261.9,46335952.48,15.67138,43.015768
1997,Butane,Ontario,PADD II,Truck,3314.5,20847.5421,579079.9,418278.7397,17.471108,47.770472
1997,Butane,Ontario,PADD III,Railway,3532,22215.5736,350824,254674.1568,9.932729,27.294551
1997,Butane,Ontario,PADD IV,Railway,4450,27989.61,592928,421989.2194,13.324224,35.896581
1997,Butane,Ontario,PADD V,Railway,13867,87220.6566,1938912.6,1404366.255,13.982206,38.336249
1997,Butane,Ontario,Total,Pipeline,538469.9,3386867.977,88130327.48,63730842.56,16.366806,44.802268
1997,Butane,Ontario,Total,Railway,653919.4,4113022.242,99228017.54,71745244.82,15.174349,41.531792
1997,Butane,Ontario,Total,Truck,3772.5,23728.2705,650036.5,469276.06,17.230921,47.088071
1997,Butane,Québec,PADD I,Railway,11439,71949.0222,1500871,1091452.169,13.120648,36.11839
1997,Butane,Québec,PADD II,Railway,12652,79578.5496,1562780.9,1129085.832,12.352046,33.781546
1997,Butane,Québec,PADD IV,Railway,4476,28153.1448,645222.9,466212.1288,14.415167,39.428045
1997,Butane,Québec,PADD V,Railway,1158,7283.5884,135486,97894.50867,11.7,32.000852
1997,Butane,Québec,Total,Railway,29725,186964.305,3844360.8,2784644.638,12.933089,35.46171
1997,Butane,Saskatchewan,PADD I,Railway,8265,51985.197,1014229.2,724425.7438,12.271375,33.178959
1997,Butane,Saskatchewan,PADD II,Pipeline,7973,50148.5754,797300,577544.368,10,27.420499
1997,Butane,Saskatchewan,PADD II,Railway,78553,494082.6594,11081009.5,7999775.585,14.106411,38.550215
1997,Butane,Saskatchewan,PADD II,Truck,4762,29952.0276,718892,512446.5052,15.09643,40.735299
1997,Butane,Saskatchewan,PADD IV,Railway,8376,52683.3648,1122603.8,804177.1968,13.402624,36.343508
1997,Butane,Saskatchewan,PADD IV,Truck,1047,6585.4206,110982,77789.30398,10.6,28.124508
1997,Butane,Saskatchewan,PADD V,Railway,1887,11868.8526,212298,153740.8453,11.250556,30.841047
1997,Butane,Saskatchewan,Total,Pipeline,7973,50148.5754,797300,577544.368,10,27.420499
1997,Butane,Saskatchewan,Total,Railway,97081,610620.0738,13430140.5,9682119.371,13.833953,37.752695
1997,Butane,Saskatchewan,Total,Truck,5809,36537.4482,829874,590235.8092,14.286004,38.462359
1997,Propane,Alberta,PADD I,Railway,19468.1,122450.4554,2445495.2,1736866.637,12.56155,33.771836
1997,Propane,Alberta,PADD II,Railway,258135.4,1623620.039,34706477.07,25103457.2,13.445066,36.812705
1997,Propane,Alberta,PADD II,Truck,1780,11195.844,243882.4,173943.8015,13.701258,36.991394
1997,Propane,Alberta,PADD III,Railway,2677,16837.7946,392135.2,275879.3227,14.648307,39.010591
1997,Propane,Alberta,PADD III,Truck,74,465.4452,18352,13608.18626,24.8,69.611386
1997,Propane,Alberta,PADD IV,Railway,30325.3,190740.0719,3769506.95,2731743.816,12.430237,34.09939
1997,Propane,Alberta,PADD IV,Truck,90636.8,570087.3446,12557042.73,9128680.359,13.854243,38.12547
1997,Propane,Alberta,PADD V,Railway,178648,1123660.19,23002311.45,16621438.48,12.875773,35.219418
1997,Propane,Alberta,PADD V,Truck,5035.6,31672.91688,616688.28,447059.4698,12.24657,33.606698
1997,Propane,Alberta,Total,Railway,489253.8,3077308.551,64315925.87,46469385.46,13.145718,35.953775
1997,Propane,Alberta,Total,Truck,97526.4,613421.5507,13435965.41,9763291.817,13.776747,37.89534
1997,Propane,British Columbia,PADD I,Truck,2,12.5796,200,144.27932,10,27.307747
1997,Propane,British Columbia,PADD IV,Railway,14226,89478.6948,1939361,1397421.554,13.63251,37.184026
1997,Propane,British Columbia,PADD IV,Truck,3331,20951.3238,419575.2,301763.9252,12.596073,34.292919
1997,Propane,British Columbia,PADD V,Railway,242325.2,1524177.043,30644910.9,22147996.97,12.646192,34.597731
1997,Propane,British Columbia,PADD V,Truck,12984,81666.7632,1881579.6,1367974.854,14.491524,39.882407
1997,Propane,British Columbia,Other,Railway,7702,48444.0396,964347.5,701819.1984,12.520741,34.493201
1997,Propane,British Columbia,Total,Railway,264253.2,1662099.777,33548619.4,24247237.72,12.695634,34.733918
1997,Propane,British Columbia,Total,Truck,16317,102630.6666,2301354.8,1669883.058,14.104031,38.73981
1997,Propane,Manitoba,PADD I,Railway,1956,12302.8488,227526.6,159477.5356,11.632239,30.863305
1997,Propane,Manitoba,PADD II,Pipeline,869576,5469459.125,120105752,86752155.6,13.81199,37.764566
1997,Propane,Manitoba,PADD II,Railway,119370,750813.426,17492217.7,12650355.36,14.65378,40.116155
1997,Propane,Manitoba,PADD II,Truck,63750,400974.75,9143438.3,6618652.982,14.342648,39.30078
1997,Propane,Manitoba,PADD III,Railway,230,1446.654,32959,23101.56304,14.33,38.021152
1997,Propane,Manitoba,PADD V,Railway,3681,23152.7538,450810.6,331805.7078,12.24696,34.12163
1997,Propane,Manitoba,PADD V,Truck,16,100.6368,2000,1415.12771,12.5,33.480152
1997,Propane,Manitoba,Total,Pipeline,869576,5469459.125,120105752,86752155.6,13.81199,37.764566
1997,Propane,Manitoba,Total,Railway,125237,787715.6826,18203513.9,13164740.17,14.535252,39.791599
1997,Propane,Manitoba,Total,Truck,63766,401075.3868,9145438.3,6620068.11,14.342185,39.299319
1997,Propane,New Brunswick,PADD I,Truck,26142,164427.9516,3764448,2710104.991,14.4,39.242716
1997,Propane,New Brunswick,Total,Truck,26142,164427.9516,3764448,2710104.991,14.4,39.242716
1997,Propane,Ontario,PADD I,Railway,729311.1,4587220.957,112010487.4,81199746.04,15.358396,42.145731
1997,Propane,Ontario,PADD I,Truck,319465.9,2009376.618,47746819,34612187.38,14.945826,41.012504
1997,Propane,Ontario,PADD II,Pipeline,1267196.8,7970414.433,203405013.6,147591405.9,16.051572,44.088849
1997,Propane,Ontario,PADD II,Railway,39281,247069.6338,5659331.4,4104487.758,14.407299,39.553796
1997,Propane,Ontario,PADD II,Truck,253325.4,1593366.101,40019911.53,29164296.62,15.797828,43.579728
1997,Propane,Ontario,PADD III,Railway,2889.4,18173.74812,472127.96,330923.0812,16.34,43.354198
1997,Propane,Ontario,PADD III,Truck,55,345.939,7095,5126.44508,12.9,35.28299
1997,Propane,Ontario,Total,Pipeline,1267196.8,7970414.433,203405013.6,147591405.9,16.051572,44.088849
1997,Propane,Ontario,Total,Railway,771481.5,4852464.339,118141946.7,85635156.88,15.313646,42.018288
1997,Propane,Ontario,Total,Truck,572846.3,3603088.658,87773825.53,63781610.44,15.322404,42.147238
1997,Propane,Québec,PADD I,Railway,8975,56450.955,1262016.7,912031.5502,14.061467,38.466898
1997,Propane,Québec,PADD I,Truck,56026.8,352397.3666,8533227.94,6193565.816,15.230618,41.846265
1997,Propane,Québec,PADD II,Truck,290,1824.042,46400,33611.0105,16,43.872797
1997,Propane,Québec,PADD IV,Truck,1846.2,11612.22876,299540.86,219381.4985,16.224724,44.981405
1997,Propane,Québec,Total,Railway,8975,56450.955,1262016.7,912031.5502,14.061467,38.466898
1997,Propane,Québec,Total,Truck,58163,365833.6374,8879168.8,6446558.325,15.266008,41.955882
1997,Propane,Saskatchewan,PADD I,Railway,1358,8541.5484,152162.6,107420.8628,11.204904,29.943366
1997,Propane,Saskatchewan,PADD II,Pipeline,2542764.8,15993482.04,364541233.6,264128896.7,14.336411,39.320721
1997,Propane,Saskatchewan,PADD II,Railway,59295,372953.691,8048246.8,5858725.437,13.57323,37.402171
1997,Propane,Saskatchewan,PADD II,Truck,80298,505058.3604,11423973.1,8304078.197,14.22697,39.146998
1997,Propane,Saskatchewan,PADD IV,Railway,108,679.2984,29656.8,21990.80527,27.46,77.07777
1997,Propane,Saskatchewan,PADD IV,Truck,10765,67709.697,1562907,1133756.228,14.518411,39.867352
1997,Propane,Saskatchewan,PADD V,Railway,1364,8579.2872,161222.6,117649.7646,11.819838,32.650396
1997,Propane,Saskatchewan,Total,Pipeline,2542764.8,15993482.04,364541233.6,264128896.7,14.336411,39.320721
1997,Propane,Saskatchewan,Total,Railway,62125,390753.825,8391288.8,6105786.869,13.507104,37.203774
1997,Propane,Saskatchewan,Total,Truck,91063,572768.0574,12986880.1,9437834.425,14.261423,39.232154
1998,Butane,Alberta,PADD I,Railway,10393,65369.8914,750941,488645.9813,7.225449,17.797751
1998,Butane,Alberta,PADD II,Railway,25873.8,162741.0272,2479418.42,1697441.478,9.582737,24.83398
1998,Butane,Alberta,PADD IV,Railway,140355.9,882810.5398,13664264.52,9224674.147,9.73544,24.878955
1998,Butane,Alberta,PADD IV,Truck,2266,14252.6868,229508,148575.3972,10.128331,24.819827
1998,Butane,Alberta,PADD V,Railway,428749.9,2696751.121,40057547.61,26413516.37,9.34287,23.32029
1998,Butane,Alberta,Total,Railway,605372.6,3807672.579,56952171.55,37824277.98,9.407788,23.65155
1998,Butane,Alberta,Total,Truck,2266,14252.6868,229508,148575.3972,10.128331,24.819827
1998,Butane,British Columbia,PADD I,Railway,1517,9541.6266,110143.9,76789.39953,7.260639,19.161407
1998,Butane,British Columbia,PADD II,Railway,3866,24316.3668,355672,248027.894,9.2,24.285688
1998,Butane,British Columbia,PADD IV,Railway,5353,33669.2994,471936,320459.5085,8.816289,22.661449
1998,Butane,British Columbia,PADD V,Railway,205979,1295566.714,18632636,12478221.06,9.045891,22.931976
1998,Butane,British Columbia,Total,Railway,216715,1363094.007,19570387.9,13123497.86,9.030472,22.92305
1998,Butane,Manitoba,PADD I,Railway,8072,50771.2656,798632.6,542342.9008,9.893862,25.433406
1998,Butane,Manitoba,PADD II,Pipeline,456826,2873344.175,41109962,27840952.74,8.999041,23.069863
1998,Butane,Manitoba,PADD II,Railway,158163,994813.6374,17867391.4,12001218.73,11.296821,28.723161
1998,Butane,Manitoba,PADD IV,Railway,10649,66980.0802,1127430.4,751119.837,10.587195,26.700054
1998,Butane,Manitoba,Total,Pipeline,456826,2873344.175,41109962,27840952.74,8.999041,23.069863
1998,Butane,Manitoba,Total,Railway,176884,1112564.983,19793454.4,13294681.47,11.190076,28.451237
1998,Butane,Ontario,PADD I,Railway,332976.9,2094358.106,37921229.12,25567091.98,11.388546,29.065581
1998,Butane,Ontario,PADD I,Truck,4053,25492.5594,436264.6,292169.2578,10.763992,27.28787
1998,Butane,Ontario,PADD II,Marine,19200,120764.16,1771540,1221599.886,9.22677,24.084604
1998,Butane,Ontario,PADD II,Pipeline,524979,3302012.914,63957768,43554966.28,12.182919,31.405628
1998,Butane,Ontario,PADD II,Railway,470090,2956772.082,51741829.14,34853861.43,11.006792,28.066072
1998,Butane,Ontario,PADD II,Truck,2259,14208.6582,232949.2,158391.5777,10.312049,26.541631
1998,Butane,Ontario,PADD III,Railway,472,2968.7856,44415.2,28799.89625,9.41,23.097269
1998,Butane,Ontario,PADD IV,Railway,7616,47903.1168,786715,526024.7609,10.329766,26.145141
1998,Butane,Ontario,PADD V,Railway,109957,691607.5386,9842824.7,6582817.49,8.951521,22.662126
1998,Butane,Ontario,Total,Marine,19200,120764.16,1771540,1221599.886,9.22677,24.084604
1998,Butane,Ontario,Total,Pipeline,524979,3302012.914,63957768,43554966.28,12.182919,31.405628
1998,Butane,Ontario,Total,Railway,921111.9,5793609.629,100337013.2,67558595.55,10.893031,27.763869
1998,Butane,Ontario,Total,Truck,6312,39701.2176,669213.8,450560.8355,10.602246,27.020798
1998,Butane,Québec,PADD I,Railway,22252,139960.6296,1584309,1063238.695,7.119849,18.087289
1998,Butane,Québec,PADD II,Railway,5808,36531.1584,405063,278797.7226,6.974225,18.170813
1998,Butane,Québec,Total,Railway,28060,176491.788,1989372,1342036.417,7.089707,18.104576
1998,Butane,Saskatchewan,PADD I,Railway,24908,156666.3384,2322821.6,1548944.521,9.325604,23.540123
1998,Butane,Saskatchewan,PADD II,Railway,50369,316810.9362,4740792.6,3187879.948,9.412123,23.95799
1998,Butane,Saskatchewan,PADD II,Truck,2479,15592.4142,242087,162376.1155,9.76551,24.794616
1998,Butane,Saskatchewan,PADD III,Railway,2452,15422.5896,326116,219218.9306,13.3,33.843039
1998,Butane,Saskatchewan,PADD IV,Railway,4119,25907.6862,431841,293472.9508,10.484122,26.970441
1998,Butane,Saskatchewan,PADD IV,Truck,1499,9428.4102,158894,110281.7879,10.6,27.849275
1998,Butane,Saskatchewan,PADD V,Railway,6366,40040.8668,450734,293871.3617,7.080333,17.474402
1998,Butane,Saskatchewan,Total,Railway,88214,554848.4172,8272305.2,5543387.712,9.377542,23.787537
1998,Butane,Saskatchewan,Total,Truck,3978,25020.8244,400981,272657.9034,10.079964,25.94568
1998,Propane,Alberta,PADD I,Railway,62638.1,393981.1214,6034310.15,4139424.927,9.633609,25.015729
1998,Propane,Alberta,PADD II,Railway,343560.6,2160927.462,29903218.16,20135698.63,8.703913,22.185802
1998,Propane,Alberta,PADD II,Truck,43255,272065.299,4708746.9,3120028.102,10.886017,27.30448
1998,Propane,Alberta,PADD III,Railway,6151,38688.5598,562057.8,375635.9175,9.137665,23.11709
1998,Propane,Alberta,PADD IV,Railway,50566.9,318055.6876,3704605.07,2501722.764,7.326146,18.727706
1998,Propane,Alberta,PADD IV,Truck,131957.5,829986.2835,10502700.4,7087511.74,7.959153,20.331595
1998,Propane,Alberta,PADD V,Railway,293013.5,1842996.312,23322279.35,15607093.99,7.959455,20.162581
1998,Propane,Alberta,PADD V,Truck,23339.1,146798.2712,1780634.49,1191614.521,7.629405,19.326954
1998,Propane,Alberta,Total,Railway,755930.1,4754649.143,63526470.53,42759576.23,8.403749,21.412308
1998,Propane,Alberta,Total,Truck,198551.6,1248849.854,16992081.79,11399154.36,8.558018,21.732564
1998,Propane,British Columbia,PADD II,Railway,7239,45531.8622,587604.6,409059.9279,8.117206,21.390459
1998,Propane,British Columbia,PADD IV,Railway,15866,99793.9668,1321122,890460.2398,8.326749,21.245103
1998,Propane,British Columbia,PADD IV,Truck,6349,39933.9402,550218.8,369456.4592,8.666227,22.027727
1998,Propane,British Columbia,PADD V,Railway,233415,1468133.667,20046459.8,13554966.26,8.588333,21.982719
1998,Propane,British Columbia,PADD V,Truck,14504,91227.2592,1273298,852777.2448,8.778943,22.256638
1998,Propane,British Columbia,Total,Railway,256520,1613459.496,21955186.4,14854486.42,8.558859,21.920385
1998,Propane,British Columbia,Total,Truck,20853,131161.1994,1823516.8,1222233.704,8.744625,22.186941
1998,Propane,Manitoba,PADD I,Railway,4951,31140.7998,501590.9,347869.0456,10.131102,26.597121
1998,Propane,Manitoba,PADD II,Pipeline,1031955,6490790.559,100009877.9,67811146.31,9.691302,24.874371
1998,Propane,Manitoba,PADD II,Railway,144377,908102.4546,12590224.2,8482973.067,8.72038,22.241383
1998,Propane,Manitoba,PADD II,Truck,84219,529720.6662,8052144.7,5447005.519,9.560959,24.48271
1998,Propane,Manitoba,PADD III,Railway,1150,7233.27,127305,88776.15062,11.07,29.22202
1998,Propane,Manitoba,PADD IV,Railway,114,717.0372,13930.8,9743.11599,12.22,32.352269
1998,Propane,Manitoba,PADD V,Railway,1380,8679.924,134688,91918.12756,9.76,25.213539
1998,Propane,Manitoba,Total,Pipeline,1031955,6490790.559,100009877.9,67811146.31,9.691302,24.874371
1998,Propane,Manitoba,Total,Railway,151972,955873.4856,13367738.9,9021279.507,8.796185,22.470683
1998,Propane,Manitoba,Total,Truck,84219,529720.6662,8052144.7,5447005.519,9.560959,24.48271
1998,Propane,New Brunswick,PADD I,Truck,33170,208632.666,4776480,3270123.18,14.4,37.319036
1998,Propane,New Brunswick,Total,Truck,33170,208632.666,4776480,3270123.18,14.4,37.319036
1998,Propane,Nova Scotia,PADD I,Railway,237,1490.6826,33547,23574.66131,14.154852,37.653805
1998,Propane,Nova Scotia,Total,Railway,237,1490.6826,33547,23574.66131,14.154852,37.653805
1998,Propane,Ontario,PADD I,Marine,2117,13315.5066,210641.5,138461.5132,9.95,24.75825
1998,Propane,Ontario,PADD I,Railway,1020758.3,6420365.555,105229043.7,70982163.2,10.308908,26.323161
1998,Propane,Ontario,PADD I,Truck,316690.4,1991919.278,35823772.38,24274819.84,11.311922,29.015689
1998,Propane,Ontario,PADD II,Marine,4536,28530.5328,424229.4,281476.1743,9.3525,23.489857
1998,Propane,Ontario,PADD II,Pipeline,1588575.9,9991824.696,173692923.4,118327047.1,10.933876,28.196021
1998,Propane,Ontario,PADD II,Railway,55820,351096.636,5465160.6,3681358.747,9.790685,24.964914
1998,Propane,Ontario,PADD II,Truck,228531.8,1437419.316,23784067.44,15948658.82,10.407333,26.417353
1998,Propane,Ontario,PADD III,Railway,1693,10648.6314,120842.8,78394.3353,7.13779,17.528287
1998,Propane,Ontario,PADD V,Railway,114,717.0372,10978.2,7118.53196,9.63,23.637272
1998,Propane,Ontario,Total,Marine,6653,41846.0394,634870.9,419937.6875,9.542625,23.89346
1998,Propane,Ontario,Total,Pipeline,1588575.9,9991824.696,173692923.4,118327047.1,10.933876,28.196021
1998,Propane,Ontario,Total,Railway,1078385.3,6782827.86,110826025.3,74749034.81,10.277034,26.238765
1998,Propane,Ontario,Total,Truck,545222.2,3429338.594,59607839.82,40223478.65,10.93276,27.926584
1998,Propane,Québec,PADD I,Railway,90959,572113.9182,6850849.8,4559254.301,7.531799,18.974041
1998,Propane,Québec,PADD I,Truck,47591,299337.8718,5135080.8,3438454.666,10.790025,27.349553
1998,Propane,Québec,PADD IV,Truck,1333,8384.3034,123933.1,82554.16697,9.297306,23.443399
1998,Propane,Québec,Total,Railway,90959,572113.9182,6850849.8,4559254.301,7.531799,18.974041
1998,Propane,Québec,Total,Truck,48924,307722.1752,5259013.9,3521008.833,10.749353,27.243123
1998,Propane,Saskatchewan,PADD I,Railway,21069,132519.7962,1663549.1,1123127.744,7.895719,20.178877
1998,Propane,Saskatchewan,PADD II,Pipeline,2868149.4,18040086.1,258327172.3,174198811.2,9.006754,22.990858
1998,Propane,Saskatchewan,PADD II,Railway,142957,899170.9386,11678228.8,7881355.55,8.169049,20.86927
1998,Propane,Saskatchewan,PADD II,Truck,65271,410541.5358,5684854.7,3790072.915,8.709617,21.980576
1998,Propane,Saskatchewan,PADD III,Railway,5042,31713.1716,400504.4,264682.8155,7.943363,19.871684
1998,Propane,Saskatchewan,PADD IV,Railway,341,2144.8218,36043.7,23414.12238,10.57,25.991734
1998,Propane,Saskatchewan,PADD IV,Truck,19385,121927.773,1826071,1238423.156,9.42002,24.18327
1998,Propane,Saskatchewan,PADD V,Railway,572,3597.7656,51781.9,34588.08742,9.052779,22.889814
