Year,Product,Origin,Destination / PADD,Mode of Transportation,Volume (m3),Volume (bbl),Value (CN$),Value (US$),Price (CN cents/L),Price (US cents/gallon)
2005,Propane,Saskatchewan,PADD II,Pipeline,1479248,9304174.07,408764514.8,338479474.6,27.633264,86.616997
2005,Propane,Saskatchewan,PADD II,Railway,58054,365148.0492,16457873.2,13741654.86,28.349249,89.602197
2005,Propane,Saskatchewan,PADD II,Truck,39712,249780.5376,10940799.3,9097658.618,27.55036,86.720077
2005,Propane,Saskatchewan,PADD IV,Railway,686,4314.8028,181214.9,148055.5424,26.416166,81.698168
2005,Propane,Saskatchewan,PADD IV,Truck,4697,29543.1906,1412728.9,1188035.031,30.077259,95.745958
2005,Propane,Saskatchewan,PADD V,Railway,4715,29656.407,1530631,1288451.201,32.463011,103.442271
2005,Propane,Saskatchewan,Total,Pipeline,1479248,9304174.07,408764514.8,338479474.6,27.633264,86.616997
2005,Propane,Saskatchewan,Total,Railway,72274,454589.0052,20688862.2,17306810.22,28.625594,90.645597
2005,Propane,Saskatchewan,Total,Truck,44409,279323.7282,12353528.2,10285693.65,27.817623,87.674713
2006,Butane,Alberta,PADD I,Railway,8271,52022.9358,2731444.6,2385566.91,33.024357,109.18057
2006,Butane,Alberta,PADD II,Railway,41555,261372.639,13941662.5,12248171.09,33.549903,111.573158
2006,Butane,Alberta,PADD III,Railway,2196,13812.4008,839091.6,733616.8113,38.21,126.458699
2006,Butane,Alberta,PADD IV,Pipeline,58939,370714.5222,21459814,18823648.64,36.41021,120.896247
2006,Butane,Alberta,PADD IV,Railway,26534,166893.5532,8848065.4,7720416.554,33.346142,110.141195
2006,Butane,Alberta,PADD IV,Truck,1489,9365.5122,384177,334887.7365,25.801007,85.136602
2006,Butane,Alberta,PADD V,Railway,111291,699998.1318,39217846.8,34404293.97,35.23901,117.021155
2006,Butane,Alberta,PADD V,Truck,129,811.3842,34701,30203.93597,26.9,88.630988
2006,Butane,Alberta,Total,Pipeline,58939,370714.5222,21459814,18823648.64,36.41021,120.896247
2006,Butane,Alberta,Total,Railway,189847,1194099.661,65578110.9,57492065.34,34.542611,114.634657
2006,Butane,Alberta,Total,Truck,1618,10176.8964,418878,365091.6725,25.888627,85.415204
2006,Butane,British Columbia,PADD II,Railway,826,5195.3748,209225.8,187840.9612,25.33,86.083918
2006,Butane,British Columbia,PADD IV,Railway,4919,30939.5262,1635790.8,1423582.773,33.254539,109.551335
2006,Butane,British Columbia,PADD IV,Truck,163,1025.2374,39609,34475.88541,24.3,80.064424
2006,Butane,British Columbia,PADD V,Pipeline,8696,54696.1008,3574744.7,3095573.503,41.107919,134.751424
2006,Butane,British Columbia,PADD V,Railway,107403,675543.3894,39658880.9,34767430.2,36.9253,122.537199
2006,Butane,British Columbia,PADD V,Truck,1563,9830.9574,606846,540388.4286,38.825719,130.875644
2006,Butane,British Columbia,Total,Pipeline,8696,54696.1008,3574744.7,3095573.503,41.107919,134.751424
2006,Butane,British Columbia,Total,Railway,113148,711678.2904,41503897.5,36378853.94,36.68107,121.706538
2006,Butane,British Columbia,Total,Truck,1726,10856.1948,646455,574864.314,37.453939,126.077134
2006,Butane,Manitoba,PADD I,Railway,2154,13548.2292,870287.8,753745.7673,40.403333,132.461893
2006,Butane,Manitoba,PADD II,Pipeline,11143,70087.2414,4027660.1,3538371.518,36.145204,120.202383
2006,Butane,Manitoba,PADD II,Railway,19303,121412.0094,8182286.9,7087131.904,42.388679,138.981654
2006,Butane,Manitoba,PADD IV,Railway,4411,27744.3078,1813305.8,1575680.522,41.108723,135.220605
2006,Butane,Manitoba,PADD V,Railway,1787,11239.8726,781355,676704.8726,43.724398,143.346311
2006,Butane,Manitoba,Total,Pipeline,11143,70087.2414,4027660.1,3538371.518,36.145204,120.202383
2006,Butane,Manitoba,Total,Railway,27655,173944.419,11647235.5,10093263.07,42.116201,138.155986
2006,Butane,New Brunswick,PADD II,Railway,2297,14447.6706,861145.3,749545.4743,37.49,123.523265
2006,Butane,New Brunswick,Total,Railway,2297,14447.6706,861145.3,749545.4743,37.49,123.523265
2006,Butane,Nova Scotia,PADD II,Railway,17943,112857.8814,6828932.9,6088794.004,38.059036,128.454108
2006,Butane,Nova Scotia,Total,Railway,17943,112857.8814,6828932.9,6088794.004,38.059036,128.454108
2006,Butane,Ontario,PADD I,Railway,450115,2831133.327,163570136.3,143654333.4,36.339632,120.811151
2006,Butane,Ontario,PADD I,Truck,2235,14057.703,881932,782462.216,39.460044,132.524942
2006,Butane,Ontario,PADD II,Pipeline,182359,1147001.638,68196524.9,60464854.84,37.396851,125.512674
2006,Butane,Ontario,PADD II,Railway,396128,2491565.894,147092793.7,129665408.4,37.132642,123.908289
2006,Butane,Ontario,PADD II,Truck,985,6195.453,329508.8,292321.8181,33.45267,112.340607
2006,Butane,Ontario,PADD III,Railway,2379,14963.4342,883084.8,791170.5602,37.12,125.888901
2006,Butane,Ontario,PADD IV,Railway,8682,54608.0436,3263791.6,2875273.065,37.592623,125.363492
2006,Butane,Ontario,PADD V,Railway,27497,172950.6306,11217465.3,9877871.99,40.795233,135.984639
2006,Butane,Ontario,Total,Pipeline,182359,1147001.638,68196524.9,60464854.84,37.396851,125.512674
2006,Butane,Ontario,Total,Railway,884801,5565221.33,326027271.7,286864057.3,36.847525,122.727616
2006,Butane,Ontario,Total,Truck,3220,20253.156,1211440.8,1074784.034,37.622385,126.350542
2006,Butane,Québec,PADD I,Railway,36101,227068.0698,13194911.7,11541932.83,36.549989,121.023883
2006,Butane,Québec,PADD II,Railway,12472,78446.3856,5101684.9,4527177.327,40.905106,137.405201
2006,Butane,Québec,Total,Railway,48573,305514.4554,18296596.6,16069110.15,37.668244,125.230083
2006,Butane,Saskatchewan,PADD II,Railway,37382,235125.3036,13065083.6,11440773.58,34.950199,115.852292
2006,Butane,Saskatchewan,PADD IV,Railway,2600,16353.48,1081433.6,942884.4536,41.5936,137.276721
2006,Butane,Saskatchewan,PADD V,Railway,22894,143998.6812,9192574.8,8152858.802,40.152768,134.80314
2006,Butane,Saskatchewan,Total,Railway,62876,395477.4648,23339092,20536516.83,37.119237,123.638477
2006,Propane,Alberta,PADD I,Railway,86305,542841.189,23310387.1,20324421.29,27.009312,89.144387
2006,Propane,Alberta,PADD I,Truck,1619,10183.1862,457668.6,400848.549,28.268597,93.722794
2006,Propane,Alberta,PADD II,Railway,231234,1454415.613,65593633.4,57574237.03,28.366777,94.251501
2006,Propane,Alberta,PADD II,Truck,10774,67766.3052,2872572.4,2517436.656,26.662079,88.449085
2006,Propane,Alberta,PADD III,Railway,2499,15718.2102,695411.8,613616.3934,27.827603,92.948517
2006,Propane,Alberta,PADD III,Truck,3508,22064.6184,927951.6,827348.8615,26.45244,89.277262
2006,Propane,Alberta,PADD IV,Railway,123818,778790.4564,37389965.6,32744279.47,30.19752,100.106765
2006,Propane,Alberta,PADD IV,Truck,83759,526827.3582,23155221.7,20298636.35,27.645055,91.737553
2006,Propane,Alberta,PADD V,Railway,643614,4048203.337,191130776.2,167379606,29.696491,98.443904
2006,Propane,Alberta,PADD V,Truck,10328,64961.0544,2925133.4,2587456.825,28.32236,94.835002
2006,Propane,Alberta,Total,Railway,1087470,6839968.806,318120174.1,278636160.1,29.253236,96.991116
2006,Propane,Alberta,Total,Truck,109988,691802.5224,30338547.7,26631727.24,27.583507,91.657033
2006,Propane,British Columbia,PADD II,Railway,344,2163.6912,90781.6,79899.64823,26.39,87.922127
2006,Propane,British Columbia,PADD IV,Railway,2679,16850.3742,735907.3,650524.9815,27.469477,91.918521
2006,Propane,British Columbia,PADD IV,Truck,4729,29744.4642,1401197.8,1223634.664,29.629896,97.947698
2006,Propane,British Columbia,PADD V,Railway,176688,1111332.182,50671541.1,44381980.57,28.678541,95.084865
2006,Propane,British Columbia,PADD V,Truck,28700,180517.26,9114881,7963600.878,31.759167,105.036287
2006,Propane,British Columbia,Total,Railway,179711,1130346.248,51498230,45112405.2,28.656136,95.023954
2006,Propane,British Columbia,Total,Truck,33429,210261.7242,10516078.8,9187235.542,31.457952,104.033505
2006,Propane,Manitoba,PADD I,Truck,294,1849.2012,69531,60074.94269,23.65,77.34955
2006,Propane,Manitoba,PADD II,Pipeline,231166,1453987.907,73982989.6,64792910,32.004269,106.099977
2006,Propane,Manitoba,PADD II,Railway,131111,824661.9678,37005645.8,32423348.38,28.224669,93.61178
2006,Propane,Manitoba,PADD II,Truck,43259,272090.4582,12440894.8,10865999.74,28.75909,95.08346
2006,Propane,Manitoba,PADD V,Railway,4604,28958.2392,1324223.9,1154874.612,28.762465,94.953568
2006,Propane,Manitoba,Total,Pipeline,231166,1453987.907,73982989.6,64792910,32.004269,106.099977
2006,Propane,Manitoba,Total,Railway,135715,853620.207,38329869.7,33578222.99,28.242913,93.657299
2006,Propane,Manitoba,Total,Truck,43553,273939.6594,12510425.8,10926074.68,28.724601,94.963751
2006,Propane,New Brunswick,PADD I,Railway,47046,295909.9308,15886852.9,13922455.78,33.768764,112.02241
2006,Propane,New Brunswick,PADD I,Truck,12137,76339.3026,4014662.7,3520308.686,33.077883,109.794645
2006,Propane,New Brunswick,PADD III,Railway,2281,14347.0338,707110,626537.3029,31,103.976076
2006,Propane,New Brunswick,Total,Railway,49327,310256.9646,16593962.9,14548993.08,33.64073,111.650328
2006,Propane,New Brunswick,Total,Truck,12137,76339.3026,4014662.7,3520308.686,33.077883,109.794645
2006,Propane,Nova Scotia,PADD I,Railway,22770,143218.746,7289536.8,6490786.033,32.013776,107.906109
2006,Propane,Nova Scotia,Total,Railway,22770,143218.746,7289536.8,6490786.033,32.013776,107.906109
2006,Propane,Ontario,PADD I,Railway,608502,3827355.88,184479745.7,161023494,30.317031,100.170307
2006,Propane,Ontario,PADD I,Truck,355691,2237225.252,114319579.7,100092570.7,32.140138,106.522348
2006,Propane,Ontario,PADD II,Pipeline,1427311,8977500.728,457879143.2,401789148.9,32.079844,106.559301
2006,Propane,Ontario,PADD II,Railway,66107,415799.8086,20412759.3,18082961.91,30.878362,103.546134
2006,Propane,Ontario,PADD II,Truck,428729,2696619.664,123187180.8,108227750.3,28.733111,95.558108
2006,Propane,Ontario,PADD IV,Railway,346,2176.2708,98298.6,87902.88486,28.41,96.169821
2006,Propane,Ontario,PADD V,Railway,10095,63495.531,3373524.8,2926089.598,33.417779,109.721837
2006,Propane,Ontario,Total,Pipeline,1427311,8977500.728,457879143.2,401789148.9,32.079844,106.559301
2006,Propane,Ontario,Total,Railway,685050,4308827.49,208364328.4,182120448.4,30.415929,100.634806
2006,Propane,Ontario,Total,Truck,784420,4933844.916,237506760.5,208320321,30.278009,100.529784
2006,Propane,Québec,PADD I,Railway,390934,2458896.673,115972149,101694726.1,29.665403,98.47064
2006,Propane,Québec,PADD I,Truck,44509,279952.7082,14816139.2,12976014.93,33.287962,110.358367
2006,Propane,Québec,PADD II,Railway,38405,241559.769,11208021.7,9877973.286,29.183756,97.362528
2006,Propane,Québec,PADD IV,Railway,238,1496.9724,70186.2,60872.67996,29.49,96.818252
2006,Propane,Québec,PADD IV,Truck,452,2842.9896,146089.8,128509.5462,32.320752,107.6239
2006,Propane,Québec,PADD V,Railway,361,2270.6178,112632,97686.03642,31.2,102.43233
2006,Propane,Québec,Total,Railway,429938,2704224.032,127362988.9,111731258.1,29.623571,98.374067
2006,Propane,Québec,Total,Truck,44961,282795.6978,14962229,13104524.48,33.278238,110.330877
2006,Propane,Saskatchewan,PADD I,Railway,15468,97290.6264,4102914,3559665.547,26.525174,87.11377
2006,Propane,Saskatchewan,PADD II,Pipeline,1436428,9034844.834,416672141.2,366286851.3,29.00752,96.527094
2006,Propane,Saskatchewan,PADD II,Railway,91972,578485.4856,26389911.7,23093760.79,28.693419,95.049709
2006,Propane,Saskatchewan,PADD II,Truck,45875,288544.575,12581073.7,11100549.02,27.424683,91.59677
2006,Propane,Saskatchewan,PADD III,Truck,559,3515.9982,93464.8,82261.21419,16.72,55.705114
2006,Propane,Saskatchewan,PADD IV,Railway,1031,6484.7838,304199.2,264360.5008,29.505257,97.062096
2006,Propane,Saskatchewan,PADD IV,Truck,4736,29788.4928,1346819.9,1169527.242,28.43792,93.478216
2006,Propane,Saskatchewan,PADD V,Railway,7455,46890.459,2319491.1,2019561.541,31.113227,102.546588
2006,Propane,Saskatchewan,Total,Pipeline,1436428,9034844.834,416672141.2,366286851.3,29.00752,96.527094
2006,Propane,Saskatchewan,Total,Railway,115926,729151.3548,33116516,28937348.38,28.566944,94.490825
2006,Propane,Saskatchewan,Total,Truck,51170,321849.066,14021358.4,12352337.47,27.401521,91.37881
2007,Butane,Alberta,PADD I,Railway,1182,7434.5436,395970,361649.4657,33.5,115.819616
2007,Butane,Alberta,PADD II,Railway,18121,113977.4658,6692491.9,6137596.978,36.932243,128.211793
2007,Butane,Alberta,PADD IV,Pipeline,67332,423504.8136,25146911,24432061.91,37.347637,137.356865
2007,Butane,Alberta,PADD IV,Railway,25712,161723.3376,9817974.7,8911911.108,38.184406,131.203906
2007,Butane,Alberta,PADD V,Railway,42542,267580.6716,15303512.3,14140912.6,35.972714,125.826264
2007,Butane,Alberta,Total,Pipeline,67332,423504.8136,25146911,24432061.91,37.347637,137.356865
2007,Butane,Alberta,Total,Railway,87557,550716.0186,32209948.9,29552070.15,36.787405,127.76409
2007,Butane,British Columbia,PADD IV,Railway,4039,25404.5022,1610446.3,1561152.643,39.872401,146.313126
2007,Butane,British Columbia,PADD V,Pipeline,18827,118418.0646,9180042.8,8967225.291,48.759987,180.297095
2007,Butane,British Columbia,PADD V,Railway,106277,668461.0746,43545824.7,41878963.19,40.973893,149.165508
2007,Butane,British Columbia,Total,Pipeline,18827,118418.0646,9180042.8,8967225.291,48.759987,180.297095
2007,Butane,British Columbia,Total,Railway,110316,693865.5768,45156271,43440115.84,40.933564,149.061072
2007,Butane,Manitoba,PADD II,Pipeline,9359,58866.2382,3587141.8,3364605.462,38.328259,136.086947
2007,Butane,Manitoba,PADD IV,Railway,946,5950.1508,370425.1,330647.2796,39.156987,132.307842
2007,Butane,Manitoba,PADD V,Railway,1196,7522.6008,360952.8,308332.7354,30.18,97.588857
2007,Butane,Manitoba,Total,Pipeline,9359,58866.2382,3587141.8,3364605.462,38.328259,136.086947
2007,Butane,Manitoba,Total,Railway,2142,13472.7516,731377.9,638980.015,34.144626,112.922264
2007,Butane,New Brunswick,PADD II,Railway,16731,105234.6438,5914038.8,5433826.054,35.34779,122.940677
2007,Butane,New Brunswick,Total,Railway,16731,105234.6438,5914038.8,5433826.054,35.34779,122.940677
2007,Butane,Ontario,PADD I,Railway,474118,2982107.396,187859862.9,176536688.6,39.623018,140.948449
2007,Butane,Ontario,PADD I,Truck,21248,133645.6704,8601415.4,8361637.462,40.481058,148.965275
2007,Butane,Ontario,PADD II,Pipeline,81279,511228.6542,30723060.6,28777283.15,37.799506,134.024195
2007,Butane,Ontario,PADD II,Railway,377867,2376707.857,150867717.2,140520971.9,39.926142,140.771243
2007,Butane,Ontario,PADD II,Truck,16031,100831.7838,5754041.9,5574550.186,35.893218,131.631849
2007,Butane,Ontario,PADD IV,Railway,9926,62432.5548,3499738.2,3020535.702,35.258293,115.191777
2007,Butane,Ontario,PADD V,Railway,44831,281978.0238,19723151.6,17877134.77,43.994449,150.949355
2007,Butane,Ontario,Total,Pipeline,81279,511228.6542,30723060.6,28777283.15,37.799506,134.024195
2007,Butane,Ontario,Total,Railway,906742,5703225.832,361950469.9,337955330.9,39.917691,141.087112
2007,Butane,Ontario,Total,Truck,37279,234477.4542,14355457.3,13936187.65,38.50816,141.511425
2007,Butane,Québec,PADD I,Railway,3047,19165.0206,865824.5,815488.8684,28.415638,101.311174
2007,Butane,Québec,PADD II,Railway,4780,30065.244,2173616.8,2044253.885,45.473154,161.889509
2007,Butane,Québec,PADD II,Truck,20417,128418.8466,9629530.7,8648774.004,47.164278,160.352005
2007,Butane,Québec,PADD V,Railway,563,3541.1574,323387.2,295357.7496,57.44,198.587429
2007,Butane,Québec,Total,Railway,8390,52771.422,3362828.5,3155100.503,40.081388,142.351814
2007,Butane,Québec,Total,Truck,20417,128418.8466,9629530.7,8648774.004,47.164278,160.352005
2007,Butane,Saskatchewan,PADD I,Railway,3311,20825.5278,1143548,974021.0628,34.537843,111.357875
2007,Butane,Saskatchewan,PADD II,Railway,6523,41028.3654,2515942.7,2322982.46,38.570331,134.806342
2007,Butane,Saskatchewan,PADD IV,Railway,1668,10491.3864,868027.2,897539.1396,52.04,203.689724
2007,Butane,Saskatchewan,PADD V,Railway,15487,97410.1326,6329065.9,5907468.842,40.866958,144.392925
2007,Butane,Saskatchewan,Total,Railway,26989,169755.4122,10856583.8,10102011.5,40.225957,141.687923
2007,Propane,Alberta,PADD I,Railway,48884,307470.5832,15985809.7,15301470.65,32.701517,118.489046
2007,Propane,Alberta,PADD I,Truck,2016,12680.2368,640730.8,574491.4579,31.782281,107.87103
2007,Propane,Alberta,PADD II,Railway,287356,1807411.769,96788561.7,93676376.47,33.682457,123.401826
2007,Propane,Alberta,PADD II,Truck,16163,101662.0374,5019473.2,4738749.788,31.055331,110.982261
2007,Propane,Alberta,PADD III,Railway,5122,32216.3556,2091081.3,2026912.136,40.825484,149.798381
2007,Propane,Alberta,PADD III,Truck,1139,7164.0822,333727,313309.6532,29.3,104.126633
2007,Propane,Alberta,PADD IV,Railway,152196,957282.4008,51247271,48028571.17,33.67189,119.456065
2007,Propane,Alberta,PADD IV,Truck,71076,447053.8248,21777209.5,20347998.57,30.639329,108.370354
2007,Propane,Alberta,PADD V,Railway,736514,4632525.757,258103722,243822197,35.043966,125.315273
2007,Propane,Alberta,PADD V,Truck,8178,51437.9844,2594167.1,2426688.104,31.72129,112.325567
2007,Propane,Alberta,Total,Railway,1230072,7736906.866,424216445.7,402855527.5,34.487123,123.973985
2007,Propane,Alberta,Total,Truck,98572,619998.1656,30365307.6,28401237.57,30.805205,109.067526
2007,Propane,British Columbia,PADD I,Railway,1031,6484.7838,345071,334139.6482,33.469544,122.682077
2007,Propane,British Columbia,PADD I,Truck,1703,10711.5294,617848.4,528876.8854,36.28,117.557872
2007,Propane,British Columbia,PADD II,Railway,114,717.0372,35568,33611.07165,31.2,111.606447
2007,Propane,British Columbia,PADD IV,Railway,4873,30650.1954,1337923.4,1174853.685,27.455846,91.263923
2007,Propane,British Columbia,PADD IV,Truck,9635,60602.223,3049883.6,2882875.819,31.654214,113.262458
2007,Propane,British Columbia,PADD V,Railway,167777,1055283.775,57883107.8,54285676.45,34.500025,122.479838
2007,Propane,British Columbia,PADD V,Truck,25005,157276.449,8555360.6,7738291.439,34.214599,117.146683
2007,Propane,British Columbia,Total,Railway,173795,1093135.791,59601670.2,55828280.85,34.294237,121.59865
2007,Propane,British Columbia,Total,Truck,36343,228590.2014,12223092.6,11150044.14,33.632591,116.136193
2007,Propane,Manitoba,PADD I,Railway,804,5056.9992,289746.9,260100.6422,36.038171,122.460817
2007,Propane,Manitoba,PADD II,Pipeline,197152,1240046.65,65418703.4,58077419.58,33.181861,111.511048
2007,Propane,Manitoba,PADD II,Railway,116369,731937.7362,37002901.4,35198996.92,31.797902,114.499806
2007,Propane,Manitoba,PADD II,Truck,40746,256284.1908,13087805.5,12291404.48,32.120467,114.190058
2007,Propane,Manitoba,PADD IV,Railway,2189,13768.3722,746502.3,714994.2714,34.102434,123.642725
2007,Propane,Manitoba,PADD IV,Truck,585,3679.533,202995,202358.1042,34.7,130.941256
2007,Propane,Manitoba,PADD V,Railway,8501,53469.5898,2659831,2402204.553,31.288448,106.967474
2007,Propane,Manitoba,Total,Pipeline,197152,1240046.65,65418703.4,58077419.58,33.181861,111.511048
2007,Propane,Manitoba,Total,Railway,127863,804232.6974,40698981.6,38576296.39,31.830147,114.205601
2007,Propane,Manitoba,Total,Truck,41331,259963.7238,13290800.5,12493762.59,32.156977,114.427157
2007,Propane,New Brunswick,PADD I,Railway,47856,301004.6688,18174025.1,16635848.97,37.976481,131.589229
2007,Propane,New Brunswick,PADD I,Truck,20193,127009.9314,8069460.4,7772438.862,39.961671,145.702915
2007,Propane,New Brunswick,Total,Railway,47856,301004.6688,18174025.1,16635848.97,37.976481,131.589229
2007,Propane,New Brunswick,Total,Truck,20193,127009.9314,8069460.4,7772438.862,39.961671,145.702915
2007,Propane,Nova Scotia,PADD I,Railway,22220,139759.356,7357454.2,7058142.615,33.111855,120.242542
2007,Propane,Nova Scotia,PADD I,Truck,36,226.4328,11145.6,9540.60933,30.96,100.319505
2007,Propane,Nova Scotia,PADD II,Railway,901,5667.1098,328208.8,309798.4251,36.427169,130.156596
2007,Propane,Nova Scotia,Total,Railway,23121,145426.4658,7685663,7367941.04,33.241049,120.62888
2007,Propane,Nova Scotia,Total,Truck,36,226.4328,11145.6,9540.60933,30.96,100.319505
2007,Propane,Ontario,PADD I,Railway,496018,3119854.016,160471303,146249292.5,32.351911,111.611285
2007,Propane,Ontario,PADD I,Truck,377181,2372393.054,132739577.7,123216296.7,35.19254,123.660247
2007,Propane,Ontario,PADD II,Pipeline,1594461,10028840.8,549854312,512847771.6,34.485278,121.75487
2007,Propane,Ontario,PADD II,Railway,86574,544533.1452,25353442,23039705.18,29.285284,100.739828
2007,Propane,Ontario,PADD II,Truck,259371,1631391.716,82695494.1,75985468.53,31.883091,110.897283
2007,Propane,Ontario,PADD III,Railway,2067,13001.0166,611138,537340.8876,29.566424,98.405909
2007,Propane,Ontario,PADD IV,Railway,1066,6704.9268,271771.5,231706.6842,25.494512,82.27978
2007,Propane,Ontario,PADD V,Railway,35161,221155.6578,9941098.2,8483621.839,28.273081,91.33387
2007,Propane,Ontario,Total,Pipeline,1594461,10028840.8,549854312,512847771.6,34.485278,121.75487
2007,Propane,Ontario,Total,Railway,620886,3905248.763,196648752.7,178541667.1,31.67228,108.852769
2007,Propane,Ontario,Total,Truck,636552,4003784.77,215435071.8,199201765.2,33.844064,118.459819
2007,Propane,Québec,PADD I,Railway,446790,2810219.742,144647821.5,135807079,32.374901,115.061685
2007,Propane,Québec,PADD I,Truck,48219,303287.8662,18509076.2,17194929.61,38.385441,134.987629
2007,Propane,Québec,PADD IV,Truck,316,1987.5768,125041.2,128216.8992,39.57,153.592484
2007,Propane,Québec,PADD V,Railway,1831,11516.6238,562365.5,478229.6817,30.713571,98.868959
2007,Propane,Québec,Total,Railway,448621,2821736.366,145210187,136285308.7,32.36812,114.995599
2007,Propane,Québec,Total,Truck,48535,305275.443,18634117.4,17323146.51,38.393154,135.108762
2007,Propane,Saskatchewan,PADD I,Railway,32687,205594.6926,10193275.6,9974619.349,31.184494,115.513578
2007,Propane,Saskatchewan,PADD II,Pipeline,1265235,7958075.103,406902870.1,384652537.1,32.16026,115.08247
2007,Propane,Saskatchewan,PADD II,Railway,90023,566226.6654,28910211.1,26983062.12,32.114249,113.461763
2007,Propane,Saskatchewan,PADD II,Truck,19694,123871.3212,6076280.6,5870167.304,30.85346,112.830967
2007,Propane,Saskatchewan,PADD IV,Railway,10348,65086.8504,3315041.6,3200369.078,32.035577,117.072641
2007,Propane,Saskatchewan,PADD IV,Truck,2753,17315.8194,870145,816957.7694,31.607155,112.332434
2007,Propane,Saskatchewan,PADD V,Railway,18125,114002.625,5928039.1,5177779.102,32.706422,108.137738
2007,Propane,Saskatchewan,Total,Pipeline,1265235,7958075.103,406902870.1,384652537.1,32.16026,115.08247
2007,Propane,Saskatchewan,Total,Railway,151183,950910.8334,48346567.4,45335829.65,31.978838,113.514247
2007,Propane,Saskatchewan,Total,Truck,22447,141187.1406,6946425.6,6687125.074,30.945897,112.769826
2008,Butane,Alberta,PADD I,Railway,8090,50884.482,2802207.8,2390308.757,34.63792,111.845173
2008,Butane,Alberta,PADD II,Railway,41963,263938.8774,14116603.7,12551009,33.640596,113.22019
2008,Butane,Alberta,PADD III,Railway,3349,21064.5402,1323695.4,1108863.21,39.525094,125.335643
2008,Butane,Alberta,PADD IV,Pipeline,41143,258781.2414,15575589.5,14515148.71,37.857204,133.547973
2008,Butane,Alberta,PADD IV,Railway,12273,77194.7154,3336000.5,2879520.053,27.181622,88.813941
2008,Butane,Alberta,PADD IV,Truck,135,849.123,43186.5,34982.98906,31.99,98.0923
2008,Butane,Alberta,PADD V,Railway,47726,300186.9948,18322837.3,16974801.58,38.39173,134.636075
2008,Butane,Alberta,Total,Pipeline,41143,258781.2414,15575589.5,14515148.71,37.857204,133.547973
2008,Butane,Alberta,Total,Railway,113401,713269.6098,39901344.7,35904502.61,35.18606,119.85159
2008,Butane,Alberta,Total,Truck,135,849.123,43186.5,34982.98906,31.99,98.0923
2008,Butane,British Columbia,PADD V,Pipeline,1857,11680.1586,1140755.1,1128196.223,61.43,229.977056
2008,Butane,British Columbia,PADD V,Railway,64481,405572.5938,25826595.7,24014764.88,40.053032,140.980273
2008,Butane,British Columbia,PADD V,Truck,3562,22404.2676,1581528,1564116.536,44.4,166.221411
2008,Butane,British Columbia,Total,Pipeline,1857,11680.1586,1140755.1,1128196.223,61.43,229.977056
2008,Butane,British Columbia,Total,Railway,64481,405572.5938,25826595.7,24014764.88,40.053032,140.980273
2008,Butane,British Columbia,Total,Truck,3562,22404.2676,1581528,1564116.536,44.4,166.221411
2008,Butane,Manitoba,PADD I,Railway,5362,33725.9076,2084024.2,1877841.382,38.866546,132.569576
2008,Butane,Manitoba,PADD II,Pipeline,18915,118971.567,8653540.6,8147465.14,45.749619,163.052679
2008,Butane,Manitoba,PADD II,Railway,12489,78553.3122,4738097.7,4244452.924,37.938167,128.648825
2008,Butane,Manitoba,PADD IV,Railway,11392,71653.4016,3744638.9,3206768.084,32.870776,106.556353
2008,Butane,Manitoba,PADD V,Railway,598,3761.3004,204404.2,167298.8656,34.181304,105.901857
2008,Butane,Manitoba,Total,Pipeline,18915,118971.567,8653540.6,8147465.14,45.749619,163.052679
2008,Butane,Manitoba,Total,Railway,29841,187693.9218,10771165,9496361.256,36.095187,120.463541
2008,Butane,Nova Scotia,PADD I,Railway,20127,126594.8046,8423527.9,8215813.488,41.85188,154.519502
2008,Butane,Nova Scotia,PADD II,Railway,24944,156892.7712,10215746.2,9995109.475,40.954723,151.681716
2008,Butane,Nova Scotia,PADD V,Railway,16844,105945.3912,7270274.4,7199424.123,43.162398,161.794704
2008,Butane,Nova Scotia,Total,Railway,61915,389432.967,25909548.5,25410347.09,41.846965,155.355451
2008,Butane,Ontario,PADD I,Railway,418876,2634646.265,213833592.9,202292823.3,51.049378,182.812872
2008,Butane,Ontario,PADD II,Pipeline,144133,906567.7434,48182690.5,44053347.09,33.429326,115.698374
2008,Butane,Ontario,PADD II,Railway,451398,2839203.14,230936457.6,221716787.2,51.160274,185.930535
2008,Butane,Ontario,PADD II,Truck,15705,98781.309,8223224.3,8039792.365,52.360549,193.784336
2008,Butane,Ontario,PADD III,Railway,32488,204343.0224,13498695.3,11743285.15,41.549788,136.829078
2008,Butane,Ontario,PADD V,Railway,57568,362091.2064,29086367,27303020.6,50.525234,179.531778
2008,Butane,Ontario,Total,Pipeline,144133,906567.7434,48182690.5,44053347.09,33.429326,115.698374
2008,Butane,Ontario,Total,Railway,960330,6040283.634,487355112.8,463055916.3,50.748712,182.525992
2008,Butane,Ontario,Total,Truck,15705,98781.309,8223224.3,8039792.365,52.360549,193.784336
2008,Butane,Québec,PADD I,Railway,6017,37845.7266,2466572.3,2359748.325,40.99339,148.455897
2008,Butane,Québec,PADD II,Railway,33461,210462.9978,17118383.9,16820180.62,51.159211,190.284544
2008,Butane,Québec,PADD III,Railway,1722,10831.0356,478716,392978.4462,27.8,86.386791
2008,Butane,Québec,Total,Railway,41200,259139.76,20063672.2,19572907.39,48.698233,179.83321
2008,Butane,Saskatchewan,PADD I,Railway,4717,29668.9866,2131930.4,2122500.984,45.196743,170.331038
